"","YEAR","MONTH","DAY","RHD","TMAX","TMIN","RAIN","WV","RAD"
"64",1984,3,4,8.19,39.05,19.55,0,3.04,22.23
"65",1984,3,5,7.81,38.83,19.3,0,3.05,23.53
"66",1984,3,6,8.88,39.06,20.02,0,2.63,23.13
"67",1984,3,7,10.19,39.9,21.09,0,2.7,22.87
"68",1984,3,8,14.69,39.59,22.34,0.02,2.62,22.15
"69",1984,3,9,45.25,36.48,25.27,0.02,4.5,25.15
"70",1984,3,10,46.56,37.02,24.73,0.01,3.57,21.5
"71",1984,3,11,19,38.72,22.66,0,4.13,23.92
"72",1984,3,12,13.44,39.55,22.43,0,5.71,22.43
"73",1984,3,13,15.75,39.82,23.69,0,4.84,22.96
"74",1984,3,14,13.31,39.79,22.49,0,3.88,22.85
"75",1984,3,15,17.44,39.72,21.44,0,1.94,23.37
"76",1984,3,16,28.94,40.15,24.44,0.01,3.8,25.14
"77",1984,3,17,16.12,40.68,23.48,0.25,3.28,23.62
"78",1984,3,18,31.69,39.9,26.66,0.25,3.34,25.03
"79",1984,3,19,27.69,40.17,26,0.74,2.87,22.61
"80",1984,3,20,22.19,39.79,24.27,0.13,3.1,23.32
"81",1984,3,21,8.5,40.12,22.87,0,2.48,23.26
"82",1984,3,22,16.25,40.81,23.98,0.06,2.36,24.94
"83",1984,3,23,49.81,36.85,25.07,2.6,5.5,25.61
"84",1984,3,24,41.44,40.85,24.31,0.28,4.09,23.89
"85",1984,3,25,15.12,39.17,24.76,0.02,4.23,25.79
"86",1984,3,26,12.62,36.97,23.03,0,4.46,25.1
"87",1984,3,27,15.31,36.9,23.86,0,5.45,25.44
"88",1984,3,28,18.06,38.69,23.7,0,4.69,24.06
"89",1984,3,29,22.94,40.01,26.17,0.53,2.83,25.19
"90",1984,3,30,29.12,38.53,27.48,5.09,3.15,25.38
"91",1984,3,31,39.56,37.37,26.55,1.14,2.38,22.46
"92",1984,4,1,33.06,39.58,26.83,0,2.44,21.32
"93",1984,4,2,33.94,39.96,26.79,0.02,2.57,21.06
"94",1984,4,3,36.12,37.19,27.55,0.2,3.84,21.18
"95",1984,4,4,24.56,40.89,24.71,0,4.03,21.28
"96",1984,4,5,29.56,40.21,23.71,0.01,3.65,23.39
"97",1984,4,6,29.69,40.1,23.69,0.27,3.35,25.21
"98",1984,4,7,40.12,39.98,24.15,0,3.83,21.7
"99",1984,4,8,25.06,40.1,26.66,0,4.74,21.06
"100",1984,4,9,14.62,38.69,24.91,0,3.2,21.88
"101",1984,4,10,12.25,38.98,22.52,0.01,2.7,20.42
"102",1984,4,11,13.19,40.83,23.72,0.23,2.69,23.64
"103",1984,4,12,28.44,40.69,25.56,0.34,3.55,22.01
"104",1984,4,13,27,41.96,29.43,0.55,3.52,22.72
"105",1984,4,14,34.31,40.51,25.44,0.4,3.14,25.08
"106",1984,4,15,32.25,41.63,25.45,0.33,2.89,25.14
"107",1984,4,16,28.19,41.13,24.31,0.59,2.68,22.33
"108",1984,4,17,42.62,40.32,25.34,0.01,3.39,20.99
"109",1984,4,18,36.88,40.17,26.86,0.59,2.39,24.61
"110",1984,4,19,43.62,38.09,27.59,1.1,4.71,26.65
"111",1984,4,20,47.25,37.92,25.87,0.93,3.61,26.95
"112",1984,4,21,51.19,38.28,26.81,7.14,3.75,25.32
"113",1984,4,22,62.94,34.05,25.79,1.39,3.3,25.97
"114",1984,4,23,71.44,31.77,24.23,12.31,2.45,26.13
"115",1984,4,24,67.69,34.26,23.33,7.98,2.26,26.4
"116",1984,4,25,65.94,32.15,24.43,3.69,2.9,22.7
"117",1984,4,26,56.69,36.14,24.49,1.67,2.12,25.09
"118",1984,4,27,59.88,34.98,25.37,1.08,3.06,25.7
"119",1984,4,28,58.38,37.62,24.42,0.82,3.16,24.64
"120",1984,4,29,54.5,38.29,25.11,1.03,3.47,24.99
"121",1984,4,30,63.94,33.72,25.59,0.07,3.89,25.57
"122",1984,5,1,67.56,33.94,24.35,3.82,3.37,26.46
"123",1984,5,2,64.5,34.05,24.85,0.72,3.33,26.28
"124",1984,5,3,63.31,34.65,23.58,6.77,2.56,25.13
"125",1984,5,4,64.56,34.93,24.08,7.13,2.51,25.34
"126",1984,5,5,61.12,35.54,25.12,4.09,3.26,24.85
"127",1984,5,6,62.94,34.8,23.92,5.69,2.88,22.4
"128",1984,5,7,63.06,35.32,24.57,6.99,3.64,25.12
"129",1984,5,8,57.06,37.44,24.07,0.96,3.34,22.49
"130",1984,5,9,58.75,35.98,25.68,7.79,3.25,23.22
"131",1984,5,10,58.69,37.39,24.52,2.02,2.41,24.91
"132",1984,5,11,55.5,37.79,24.94,2.09,2.62,23.45
"133",1984,5,12,55.88,37.85,25.48,1.23,3.47,24.04
"134",1984,5,13,59.56,36.18,25.62,4.53,4.44,23.61
"135",1984,5,14,65.69,33.4,24.64,2.02,4.82,26.36
"136",1984,5,15,64.69,34.45,23.93,3.8,3.36,25.57
"137",1984,5,16,61.5,35.65,23.66,3.05,3.98,24.44
"138",1984,5,17,62.56,34.99,24.26,2.03,4.12,23.86
"139",1984,5,18,64.06,34.69,23.76,1.72,4.98,23.55
"140",1984,5,19,64.62,33.28,24.28,1.13,4.16,24.06
"141",1984,5,20,69.12,31.87,24.55,1.85,3.61,23.45
"142",1984,5,21,63.19,34,22.76,3.09,3.09,24.37
"143",1984,5,22,65.06,32.35,24.87,2.46,1.9,26.44
"144",1984,5,23,56,36.62,23.47,1.17,2.53,24.81
"145",1984,5,24,61.38,35.19,24.05,2.19,3.98,23.77
"146",1984,5,25,66.69,32.08,24.2,1.72,3.74,23.17
"147",1984,5,26,66.62,32.21,23.61,0.51,3.8,23.48
"148",1984,5,27,61.56,35.76,23.8,0.38,4.52,24.97
"149",1984,5,28,63.62,33,23.94,0.31,3.41,24.48
"150",1984,5,29,54.25,36.69,23.58,0.41,3.34,25.66
"151",1984,5,30,66.62,32,24.01,0.6,3.8,25.91
"152",1984,5,31,61.88,34.01,22.76,1.68,3.93,23.85
"153",1984,6,1,51,36.49,23.06,1.33,2.72,20.91
"154",1984,6,2,47.69,37.55,24.25,0.69,4.49,22.51
"155",1984,6,3,55.81,37.1,24.24,1.45,5.45,20.37
"156",1984,6,4,65.81,32.14,24.11,1.14,5.35,25.26
"157",1984,6,5,65.25,33.81,22.99,2.06,4.09,22.01
"158",1984,6,6,63.44,34.53,23.29,6.42,3.1,22.52
"159",1984,6,7,63.38,33.83,23.67,5.35,2.27,23.35
"160",1984,6,8,63.62,34.44,23.52,10.35,2.98,23.35
"161",1984,6,9,63.56,35.47,23.15,5.47,3.97,22.9
"162",1984,6,10,66.69,33.05,24.08,2.51,4.34,24.08
"163",1984,6,11,60.5,35.65,23.26,2.58,3.17,23.48
"164",1984,6,12,58.44,36.08,23.28,4.91,3.23,25.59
"165",1984,6,13,71.19,30.69,23.74,8.46,4.62,24.48
"166",1984,6,14,66.12,34.62,22.32,5.31,2.55,23.61
"167",1984,6,15,57.62,35.71,22.63,0.7,3.2,23.09
"168",1984,6,16,58.94,34.51,23.2,0.81,4.02,20.74
"169",1984,6,17,59.94,34.53,23.15,0.22,3.35,20.86
"170",1984,6,18,60.19,34.65,24.1,1.18,2.83,24.12
"171",1984,6,19,62.69,34.23,24.12,0.5,3.66,21.67
"172",1984,6,20,65.25,32.41,23.37,0.77,3.43,22.17
"173",1984,6,21,58.12,36.79,23.1,0.01,3.27,22.39
"174",1984,6,22,61.75,34.74,22.55,0.09,4.21,19.99
"175",1984,6,23,58.5,34.69,23.7,0.52,2.83,21.42
"176",1984,6,24,56.19,35.48,23.32,0.06,3.59,20.03
"177",1984,6,25,57.69,35.65,23.32,0.55,3.34,22.14
"178",1984,6,26,56.12,35.25,22.95,0.16,3.25,21.29
"179",1984,6,27,54.94,35.92,23.61,0.19,3.8,24.83
"180",1984,6,28,50.62,37.62,23.43,0.16,3.53,24.57
"181",1984,6,29,57.5,35.65,23.51,0.12,5.4,22.55
"182",1984,6,30,62.44,33.07,23.96,0.93,4.74,21.67
"183",1984,7,1,55.12,34.69,22.53,1.98,2.49,19.98
"184",1984,7,2,63.62,32.29,23.48,5.56,3.2,23.06
"185",1984,7,3,65.94,34.26,22.58,6.43,3.12,19.07
"186",1984,7,4,59.56,35.38,22.41,1.8,2.77,19.35
"187",1984,7,5,59.69,34.15,23.66,4.69,2.8,18.92
"188",1984,7,6,60.31,36.36,22.98,3.44,3.09,17.85
"189",1984,7,7,69.88,31.02,22.92,10.41,4.15,26.29
"190",1984,7,8,69.94,32.09,21.6,4.43,2.59,25.93
"191",1984,7,9,73.06,30.9,22.15,6.13,3.23,23.41
"192",1984,7,10,68.69,32.43,21.88,1.91,3.95,21.76
"193",1984,7,11,67.19,33.2,20.55,4.16,3.01,22.33
"194",1984,7,12,71.06,31.85,22.59,6.3,2.28,23.6
"195",1984,7,13,70.94,32.82,22.21,8.62,2.34,24.37
"196",1984,7,14,72.62,31.58,22.8,3.86,2.63,24.68
"197",1984,7,15,67.56,32.19,22.01,5.36,2.83,21.09
"198",1984,7,16,68.81,32.33,22.05,1.91,2.29,23.16
"199",1984,7,17,70.88,31.66,22.37,2.86,2.55,21.3
"200",1984,7,18,69.31,31.57,22.21,1.57,2.15,21.95
"201",1984,7,19,73.25,30.19,21.84,7.97,2.62,21.84
"202",1984,7,20,63.06,33.95,21.01,3.85,2.56,26.02
"203",1984,7,21,67.69,32.76,22.05,5.03,3.05,22.3
"204",1984,7,22,69.25,32.55,22.4,10.53,3.1,22.34
"205",1984,7,23,70.38,31.7,21.72,9.65,2.2,22.88
"206",1984,7,24,75.31,28.59,22.6,11.47,1.98,22.4
"207",1984,7,25,77.25,31.6,21.58,12.13,3.07,19.22
"208",1984,7,26,78.75,30.26,21.56,11.49,2.69,20.5
"209",1984,7,27,75.19,31.01,21.37,4.8,2.43,22.78
"210",1984,7,28,71.44,31.54,23.07,14.43,1.7,22.28
"211",1984,7,29,82.38,28.77,22.63,14.97,2.84,18.61
"212",1984,7,30,81.12,29.19,21.99,1.85,2.47,20.17
"213",1984,7,31,74,31.48,21.63,0.95,2.12,19.42
"214",1984,8,1,74.69,31.51,22.34,0.91,2.23,22.13
"215",1984,8,2,75.19,30.42,22.44,0.43,3.04,21.12
"216",1984,8,3,75.19,30.42,21.91,0.2,3.4,24.49
"217",1984,8,4,72.81,32.14,20.33,2.61,3.05,25.23
"218",1984,8,5,78.94,30.53,21.44,3.51,3.75,23.12
"219",1984,8,6,74.31,31.01,20.78,7.11,1.82,20.68
"220",1984,8,7,77.88,30.63,22.12,5.13,2,25.56
"221",1984,8,8,75,31.59,21.61,3.99,2.68,20.16
"222",1984,8,9,81.19,28.14,21.75,3.68,3.32,25.09
"223",1984,8,10,80.12,29.19,21.57,3.13,1.95,22.27
"224",1984,8,11,73.5,31.48,21.71,3.46,1.7,25.2
"225",1984,8,12,72.31,32.32,22.51,2.22,1.96,25.17
"226",1984,8,13,75.94,31.41,22.62,2.59,2.65,24.5
"227",1984,8,14,75.38,31.26,21.29,6.65,2.61,23.7
"228",1984,8,15,79.88,28.67,20.94,6.57,2.26,23.37
"229",1984,8,16,77.5,30.41,20.81,4.97,2.53,22.84
"230",1984,8,17,80.62,29.55,21.74,3.12,3.42,23.87
"231",1984,8,18,76.31,31.33,20.92,5.53,2.56,23.87
"232",1984,8,19,80.25,27.64,21.69,2.81,3.66,24.69
"233",1984,8,20,71.94,31.43,21.26,2.07,3.13,20.19
"234",1984,8,21,71.44,32.55,21.33,2.97,2.3,20.75
"235",1984,8,22,74.69,31.93,21.97,6.62,2.42,24.15
"236",1984,8,23,71.44,28.91,21.6,1.13,2.03,24.43
"237",1984,8,24,68.56,32.01,22.35,4.15,2.38,20.91
"238",1984,8,25,72.62,32.97,22.17,7.95,2.62,22.13
"239",1984,8,26,77.75,30.97,22.87,2.98,3.44,22.6
"240",1984,8,27,72.94,30.3,21.37,8.84,2.21,23.16
"241",1984,8,28,75.25,32.08,20.31,5.8,2.8,21.36
"242",1984,8,29,79.25,29.75,22.09,1.52,3.07,21.88
"243",1984,8,30,75.12,32.3,21.57,1.54,3.15,21.51
"244",1984,8,31,82,28.81,22.05,4.45,2.39,24.88
"245",1984,9,1,75.19,30.88,20.79,2.5,2.05,23.78
"246",1984,9,2,80.44,28.65,22.13,3.97,2.16,25.2
"247",1984,9,3,79.81,29.57,20.26,1.77,4.08,25.46
"248",1984,9,4,77.38,30.41,21.15,1.43,3.5,25.4
"249",1984,9,5,73.44,32.12,21.43,3.37,2.54,25.05
"250",1984,9,6,75.31,30.49,21.3,2.74,2.52,24.18
"251",1984,9,7,69.69,33.04,20.49,0.85,2.73,24.97
"252",1984,9,8,72.19,31.07,22.08,0.4,2.18,24.96
"253",1984,9,9,66.94,33.35,21.61,1.19,1.98,23.06
"254",1984,9,10,65.56,33.55,22.05,1.12,2.03,24.11
"255",1984,9,11,61.94,35.48,21.65,0.03,2.28,23.27
"256",1984,9,12,67.62,33.58,21.34,0.52,2.96,22.74
"257",1984,9,13,69.69,32,21.83,0.05,2.97,24.24
"258",1984,9,14,62.31,35.89,21.89,0.29,2.11,22.73
"259",1984,9,15,71.69,32.28,21.64,0.1,3.47,24.88
"260",1984,9,16,71.81,32.36,22.21,0.18,3.56,22.81
"261",1984,9,17,67.5,32.92,22.18,0.05,2.74,21.57
"262",1984,9,18,66.94,33.05,22.69,1.05,2.41,21.76
"263",1984,9,19,64.44,34.57,22.55,1.27,3.28,24.53
"264",1984,9,20,63.56,34.51,21.13,2.25,3.24,23.59
"265",1984,9,21,71.75,31.34,22.09,0.69,2.12,24.29
"266",1984,9,22,64.44,33.61,21.41,0.79,2.98,21.6
"267",1984,9,23,68.44,33.69,21.65,6.63,3.82,19.69
"268",1984,9,24,73.31,31.26,22.24,2.28,3.15,19.81
"269",1984,9,25,79.56,27.15,22.53,3.05,1.18,24.89
"270",1984,9,26,79.56,29.81,21.38,7.53,2.56,22.27
"271",1984,9,27,73.38,32.32,20.65,0.88,1.91,24.68
"272",1984,9,28,64.06,33.26,21.62,0.02,2.41,23.06
"273",1984,9,29,66.38,34.32,22.27,0.17,2.73,20.4
"274",1984,9,30,65,34.39,22.26,0.19,2.69,20.62
"275",1984,10,1,63.88,34.89,22.15,0.27,2.88,23.34
"276",1984,10,2,61.06,34.5,22.41,0.32,1.86,23.29
"277",1984,10,3,61.88,34.91,22.73,2.6,2.55,24.75
"278",1984,10,4,66,35.14,22.52,3.9,2.49,23.98
"279",1984,10,5,68.56,33.81,22.65,4.22,2.83,22.11
"280",1984,10,6,67.69,33.23,22.2,3.54,2.72,20.24
"281",1984,10,7,68.62,33.08,22.3,9.19,2.35,23.7
"282",1984,10,8,69.25,32.26,22.7,2.05,2.02,23.8
"283",1984,10,9,71.44,31.05,22.42,0.27,2.18,23.36
"284",1984,10,10,64.94,32.16,22.15,0.29,1.38,22.46
"285",1984,10,11,57.88,36.05,22.86,0.32,2.18,21.39
"286",1984,10,12,59,36.88,23.12,0.5,3.02,21.12
"287",1984,10,13,62.38,34.58,22.39,0.23,2.39,19.85
"288",1984,10,14,61.44,35.62,21,0.21,2.91,20.17
"289",1984,10,15,67.19,32.75,22.44,0.28,2.38,22.88
"290",1984,10,16,71,30.38,23.25,0.27,2.77,19.72
"291",1984,10,17,66.69,32.84,23.15,0.02,2.27,21.55
"292",1984,10,18,56.81,36.69,22.96,0.09,3.19,19.19
"293",1984,10,19,56.25,37.16,23.11,0.1,3.06,19.03
"294",1984,10,20,58,36.4,22.94,0.17,3.4,20.22
"295",1984,10,21,53.56,37.26,23.39,0.03,2.63,18.66
"296",1984,10,22,50.88,37.29,24.5,0.08,2.59,19.32
"297",1984,10,23,54,36.59,23.36,0.17,2.28,19.41
"298",1984,10,24,50.81,36.86,22.83,0.16,1.91,18.76
"299",1984,10,25,52.19,37.55,24.09,0.01,2.64,19.3
"300",1984,10,26,52.31,36.23,25.19,0.07,2.13,18.51
"301",1984,10,27,57.62,34.09,25.01,0.06,2.64,18.83
"302",1984,10,28,49,37.24,24.32,0.03,3.3,22.28
"303",1984,10,29,48.44,37.1,23.33,0.22,2.18,18.63
"304",1984,10,30,41.12,35.85,25.8,0,2.28,18.05
"305",1984,10,31,35.31,37.27,23.1,0,2.46,17.44
"306",1984,11,1,27.69,38.49,24.65,0,3.09,17.85
"307",1984,11,2,27.31,37.74,22.08,0,2.59,21.72
"308",1984,11,3,24.94,37.57,21.09,0,2.05,19.28
"309",1984,11,4,30.75,37.47,21.26,0,2.73,20.25
"310",1984,11,5,36.5,36.7,23.95,0,2.62,20.71
"311",1984,11,6,19.38,38.08,21.42,0,3.69,19.15
"312",1984,11,7,20,38.48,20.75,0,4.77,19.19
"313",1984,11,8,24.94,38.42,22.23,0,2.89,17.79
"314",1984,11,9,34.19,37.17,21.91,0,2.34,20.04
"315",1984,11,10,38,36.76,25.08,0,1.74,19.96
"316",1984,11,11,28.94,38.3,25.13,0,3.23,20.29
"317",1984,11,12,19,37.82,20.48,0.06,2.58,18.57
"318",1984,11,13,23.06,37.3,20.74,0.01,3.2,16.76
"319",1984,11,14,14.94,36.7,19.2,0.03,3.16,16.15
"320",1984,11,15,17.75,37.14,19.99,0.02,3.07,21.84
"321",1984,11,16,14.81,38.23,18.3,0.03,3.55,20.95
"322",1984,11,17,11.44,38.08,18.15,0.02,4.74,15.82
"323",1984,11,18,12.88,37.83,18.33,0,4.34,17.87
"324",1984,11,19,16,37.15,17.84,0,4.51,15.73
"325",1984,11,20,16.44,36.77,18.68,0,3.97,15.47
"326",1984,11,21,15.56,37,16.98,0,3.89,21.6
"327",1984,11,22,13,37.34,17.67,0,4.52,20.72
"328",1984,11,23,13.25,37.12,18.48,0,5.45,20.83
"329",1984,11,24,11.94,36.71,19,0,5.48,21.17
"330",1984,11,25,16.19,35.16,17.96,0,6.04,20.04
"331",1984,11,26,17,34.24,17.55,0,5.45,20.42
"332",1984,11,27,15.81,35.55,17.28,0,4.87,20.98
"333",1984,11,28,15.38,35.19,17.08,0,4.32,19.71
"334",1984,11,29,15.69,35.33,16.68,0,3.84,20.38
"335",1984,11,30,14.69,36.08,17.33,0,3.88,20.18
"336",1984,12,1,14.5,36.01,17.62,0,4.66,18.06
"337",1984,12,2,14.44,35.71,17.83,0,4.69,14.7
"338",1984,12,3,14.81,35.8,17.45,0,3.4,15.21
"339",1984,12,4,14.5,34.52,16.74,0,3.21,15.06
"340",1984,12,5,14.44,34.98,17.35,0,4.3,15.47
"341",1984,12,6,16.06,34.51,17.29,0,4.62,15.69
"342",1984,12,7,15.94,35.35,17.86,0,4.93,16.14
"343",1984,12,8,16.12,35.59,17.37,0,5.48,15.67
"344",1984,12,9,17.31,34.69,17.39,0,5.34,14.11
"345",1984,12,10,18.44,33.33,16.36,0,5.33,13.65
"346",1984,12,11,18.56,31.63,16.03,0,5.58,13.84
"347",1984,12,12,17.5,30.95,15.65,0,6.35,14.28
"348",1984,12,13,15.25,31.45,13.79,0,5.73,13.65
"349",1984,12,14,16.5,31.98,13.32,0,4.95,13.56
"350",1984,12,15,15.38,32.31,14.01,0,5.45,15.35
"351",1984,12,16,15,33.49,14.65,0,5.06,14.14
"352",1984,12,17,15.44,33.92,15.41,0,5.36,13.9
"353",1984,12,18,14.88,34.09,15.26,0,5,14.82
"354",1984,12,19,15.25,34.25,15.21,0,5.05,15.55
"355",1984,12,20,17.88,33.58,16.45,0,5.27,15.83
"356",1984,12,21,18.75,34.73,17.05,0,4.45,16.61
"357",1984,12,22,18.56,33.69,17.65,0,4.12,14.59
"358",1984,12,23,17.25,32.08,17.89,0,4.25,16.42
"359",1984,12,24,28.06,29.24,18.17,0,4.36,17.14
"360",1984,12,25,37,33.81,19.16,0,5.11,17.2
"361",1984,12,26,31.62,33,19,0,6.61,16.74
"362",1984,12,27,25.75,35.48,18.16,0,4.94,16.76
"363",1984,12,28,26.62,35.33,19.19,0,5.36,16.68
"364",1984,12,29,25.19,35.88,19.05,0,3.87,16.17
"365",1984,12,30,23.5,35.47,20.9,0,3.35,17.99
"366",1984,12,31,23.62,35.41,19.82,0,2.85,16.57
"367",1985,1,1,18,34.41,19.49,0,4.37,20.88
"368",1985,1,2,14,33.4,18.01,0,4.88,20.92
"369",1985,1,3,15.12,34.24,17.11,0,4.55,18.92
"370",1985,1,4,15.31,32.52,17.87,0,5.3,20.57
"371",1985,1,5,15.31,35.1,19.31,0,4.88,21.05
"372",1985,1,6,16.38,35.52,19.62,0,6.06,18.99
"373",1985,1,7,16.44,36.84,19.16,0,4.98,19.68
"374",1985,1,8,17.31,34.58,18.77,0,3.09,19.26
"375",1985,1,9,16.19,37.37,21.86,0,2.7,19.4
"376",1985,1,10,18.62,38.66,20.17,0,2.86,20.53
"377",1985,1,11,14.62,39.27,19.2,0,3.57,18.36
"378",1985,1,12,17.12,38.14,18.68,0,2.09,19.41
"379",1985,1,13,20,36.06,22.09,0,4.31,19.34
"380",1985,1,14,27.25,34.28,21.61,0,4.98,20.42
"381",1985,1,15,28.69,32.02,22.24,0,3.83,18.83
"382",1985,1,16,27.19,35.07,21.55,0,4.8,19.78
"383",1985,1,17,25.06,36.81,21.99,0,4.52,19.4
"384",1985,1,18,23,32.87,19.48,0,5.41,18.83
"385",1985,1,19,15.88,34.22,17.93,0,5.38,17.97
"386",1985,1,20,12.44,33.82,17.98,0,5.52,19.33
"387",1985,1,21,16.5,35.15,18.04,0,5.32,21.5
"388",1985,1,22,16.44,35.69,18.83,0,5.54,18.31
"389",1985,1,23,14.31,35.95,18.68,0,5.59,18.33
"390",1985,1,24,11.31,35.77,18.13,0,5.59,18.39
"391",1985,1,25,10.5,36.33,17.02,0,3.95,18.49
"392",1985,1,26,11.81,36.1,17.87,0,3.52,18.66
"393",1985,1,27,12.25,35.9,18.73,0,3.47,15.97
"394",1985,1,28,11.88,36.44,17.49,0,4.08,19.6
"395",1985,1,29,12.62,35.81,17.86,0,4.7,22.65
"396",1985,1,30,12.44,35.12,17.55,0,5.02,15.87
"397",1985,1,31,13.06,34.69,18.01,0,5.61,16.02
"398",1985,2,1,14.56,33.21,17.08,0,5.86,22.42
"399",1985,2,2,15.56,31.74,15.78,0,6,22.5
"400",1985,2,3,14.56,32.19,15.48,0,5.25,21.19
"401",1985,2,4,13.81,32.67,15.19,0,4.88,21.91
"402",1985,2,5,13.69,32.74,15.76,0,5.91,20.46
"403",1985,2,6,11.94,32.5,15.18,0,5.59,18.77
"404",1985,2,7,12.06,32.98,14.78,0,5.01,21.88
"405",1985,2,8,13.69,32.87,14.08,0,4.95,21.98
"406",1985,2,9,11.31,32.94,14.53,0,4.66,19.54
"407",1985,2,10,9.88,33.9,14.84,0,4.59,22.83
"408",1985,2,11,9.5,34.87,15.73,0,5.05,22.35
"409",1985,2,12,7.69,35.73,16.38,0,5.06,21.36
"410",1985,2,13,7.06,34.55,17.9,0,5.66,21.76
"411",1985,2,14,6.56,35.67,16.91,0,6.41,19.22
"412",1985,2,15,8.19,35.82,16.75,0,7.32,21.92
"413",1985,2,16,9.62,35.28,15.86,0,7.04,23.09
"414",1985,2,17,9.62,34.19,14.83,0,5.87,23.17
"415",1985,2,18,11,34.3,14.01,0,4.95,23.64
"416",1985,2,19,9.12,35,13.85,0,4.6,19.23
"417",1985,2,20,8.44,34.6,13.96,0,4.48,20.11
"418",1985,2,21,7.56,35.44,14.19,0,3.94,23.43
"419",1985,2,22,7.56,36.01,15.17,0,4.02,23.51
"420",1985,2,23,7.19,36.73,15.33,0,4,23.25
"421",1985,2,24,8.06,36.51,15.91,0,5.09,23.47
"422",1985,2,25,8.56,36.43,15.97,0,5.07,22.35
"423",1985,2,26,13.62,34.58,17.3,0,6.5,24.78
