"","YEAR","MONTH","DAY","RHD","TMAX","TMIN","RAIN","WV","RAD"
"77",1984,3,17,13.25,41.3,22.4,0.01,3.01,25.12
"78",1984,3,18,16.25,41.22,23.01,0.03,5.08,25.51
"79",1984,3,19,13.56,41.05,24.4,0.46,4.42,25.36
"80",1984,3,20,8.81,40.54,22.16,0,4.48,27.6
"81",1984,3,21,8.88,40.76,21.33,0,3.37,27.51
"82",1984,3,22,13.62,41.26,22.55,0,2.68,23.9
"83",1984,3,23,39.06,40.3,24.99,2.16,3.9,24.81
"84",1984,3,24,31.06,40.6,25.76,0.3,5.43,25.13
"85",1984,3,25,9.62,38.17,23.43,0,6.11,24.68
"86",1984,3,26,10,36.81,21.8,0,4.95,26.28
"87",1984,3,27,14.75,36.11,22.76,0,5.51,24.22
"88",1984,3,28,16.31,38.25,22.37,0,5.23,23.97
"89",1984,3,29,17.69,39.25,25.06,0,5.19,26.31
"90",1984,3,30,11.62,39.98,27.03,0.7,6.5,26.3
"91",1984,3,31,16.94,37.83,23.6,0.04,3.59,23.59
"92",1984,4,1,16.25,40.49,23.6,0,3.81,20.83
"93",1984,4,2,15.06,40.44,23.69,0,2.52,24.48
"94",1984,4,3,17.12,39.39,24.58,0,3.29,23.83
"95",1984,4,4,10.25,41.69,24.2,0,4.28,23.44
"96",1984,4,5,16.5,40.13,23.1,0,2.63,20.56
"97",1984,4,6,12.19,40.86,24.51,0,2.3,21.88
"98",1984,4,7,17.06,40.68,23.86,0,3.27,21.16
"99",1984,4,8,8.31,40.74,23.52,0,4.43,22.35
"100",1984,4,9,9.44,39.85,22.08,0,4.33,21.83
"101",1984,4,10,10.62,39.74,24.16,0.01,5.49,21.53
"102",1984,4,11,11,41.33,24.46,0.1,3.68,23.19
"103",1984,4,12,15.38,40.62,25.8,0.05,1.41,21.48
"104",1984,4,13,21.81,42.15,28.15,0,2.66,22.17
"105",1984,4,14,19.94,41.75,23.45,0.18,3.45,23.61
"106",1984,4,15,18.62,41.9,25.4,0.08,2.72,21.5
"107",1984,4,16,13.56,41.3,24.19,0,2.03,21.26
"108",1984,4,17,39.75,39.93,25.61,0.01,3.71,19.98
"109",1984,4,18,34.19,40.42,26.06,0.26,2.57,24.54
"110",1984,4,19,35.5,41.23,26.3,2.19,3.48,27.33
"111",1984,4,20,41.88,40.87,26.82,0.34,4.7,26.9
"112",1984,4,21,47.5,38.86,27.36,6.71,4.28,23.79
"113",1984,4,22,58.38,35.18,25.92,2.51,4.38,25.74
"114",1984,4,23,62.31,34.87,26.18,20.73,4.27,26.42
"115",1984,4,24,59.94,34.53,24.58,1.76,3.61,26.57
"116",1984,4,25,51.81,36.9,25.43,1.1,3.71,24.35
"117",1984,4,26,45.06,38.25,26.33,1.43,2.45,25.43
"118",1984,4,27,44.94,38.39,27.22,0.71,2.29,24.46
"119",1984,4,28,46.12,40.63,26.42,0.13,3.17,24.82
"120",1984,4,29,42.88,41.24,27.28,1.26,3.47,26.55
"121",1984,4,30,53.25,37.34,27.05,1.4,5.61,26.73
"122",1984,5,1,61.81,33.08,26.43,6.55,4.15,26.73
"123",1984,5,2,55.75,36.26,25.61,0.42,4.16,26.17
"124",1984,5,3,55.06,34.87,25.41,2.66,2.58,24.14
"125",1984,5,4,55.31,35.55,25.3,5.43,3.17,24.55
"126",1984,5,5,53.5,35.93,25.23,6.22,3.15,24.94
"127",1984,5,6,53.44,36.68,25,6.64,3.09,21.83
"128",1984,5,7,46.5,39.69,26.23,0.02,3.64,21.59
"129",1984,5,8,50.75,38.17,26.13,4.05,4.22,20.64
"130",1984,5,9,51.62,37.48,26.04,6.98,3.52,22.58
"131",1984,5,10,55.19,36.58,25.77,6.79,3.36,21.78
"132",1984,5,11,45.81,38.73,27.44,3.27,3.25,22.46
"133",1984,5,12,44.88,40.83,26.4,0.65,3.2,22.36
"134",1984,5,13,53,37.94,25.54,3.7,3.94,23.58
"135",1984,5,14,59.38,36.15,25.47,1.76,5.72,26.08
"136",1984,5,15,59.19,34.9,25.04,2.27,4.94,24.63
"137",1984,5,16,52.69,37.76,25.18,0.38,4.06,22.46
"138",1984,5,17,52.12,37.93,26.11,0.07,4.8,21.89
"139",1984,5,18,53.19,38.69,25.56,2.16,5.8,21.94
"140",1984,5,19,55.06,35.97,26.23,2.18,5.37,22.42
"141",1984,5,20,53.56,37.74,25.91,1.11,5.06,23.88
"142",1984,5,21,51.12,37.83,25.14,1.91,4.01,24.1
"143",1984,5,22,53.94,35.18,25.88,3.15,4.29,26.51
"144",1984,5,23,47.25,38.63,25.09,2.21,2.37,24.24
"145",1984,5,24,47.38,39.48,24.42,1.18,3.33,22.62
"146",1984,5,25,49.88,38.99,26.55,0.89,4.48,22.02
"147",1984,5,26,53,36.54,26.48,0.14,3.8,20.9
"148",1984,5,27,50.5,38.48,25.47,0.03,3.86,25.43
"149",1984,5,28,57.69,33.33,25.21,0.18,5.64,24.33
"150",1984,5,29,48.88,37.23,25.15,0.51,3.05,24.73
"151",1984,5,30,44.25,38.17,26.23,0.3,5.3,24.5
"152",1984,5,31,48.31,38.15,24.96,0.95,5,22.14
"153",1984,6,1,43.75,38.8,25.26,1.33,2.66,22.01
"154",1984,6,2,37.38,40.82,26.56,0.57,2.89,22.44
"155",1984,6,3,46.69,40.3,26.3,0.77,5.32,21.96
"156",1984,6,4,54,37.2,25.67,0.77,6.09,22.66
"157",1984,6,5,55.5,36.67,25.51,0.03,5.1,21.92
"158",1984,6,6,51.56,36.67,24.94,5.88,3.04,24.41
"159",1984,6,7,54,35.69,26.09,2.76,2.77,23.28
"160",1984,6,8,51.5,35.94,26.1,3.67,3.2,22.02
"161",1984,6,9,52.81,37.64,24.6,2.88,4.12,21.1
"162",1984,6,10,53.56,37.89,24.68,0.64,5.06,20.38
"163",1984,6,11,47.12,38.18,25.24,0.48,3.56,23.67
"164",1984,6,12,48.44,38,25.65,4.75,3.49,24.74
"165",1984,6,13,64.25,32.93,25.49,5.33,5.94,24.04
"166",1984,6,14,57.5,36.01,23.96,2.38,3.95,22.19
"167",1984,6,15,48.94,36.48,25.05,0.11,3.23,20.34
"168",1984,6,16,45.75,38.14,25.5,0.12,4.41,22.44
"169",1984,6,17,52.38,36.72,24.73,0.57,4.13,21.56
"170",1984,6,18,50.25,37.32,25.16,0.15,3.77,22.33
"171",1984,6,19,50.75,38.14,24.7,0.45,3.95,22.34
"172",1984,6,20,50.94,37.55,24.62,0.25,3.98,22.01
"173",1984,6,21,36.12,39.37,22.93,0,3.05,23.92
"174",1984,6,22,33.12,38.32,20.68,0,2,22.16
"175",1984,6,23,41.06,38.8,23.39,0,3.1,21.65
"176",1984,6,24,43.88,38.35,25.29,0.01,3.14,22.03
"177",1984,6,25,42.12,38.96,24.13,0.14,3.26,21.21
"178",1984,6,26,40.06,39.48,26.19,0.08,3.96,22.15
"179",1984,6,27,42.06,38.9,24.92,0.03,2.91,24.66
"180",1984,6,28,40.25,40.08,25.19,0.11,3.56,23.87
"181",1984,6,29,47.06,39.32,24.74,0.03,5.3,26.02
"182",1984,6,30,56.44,33.98,25.04,0.01,6.42,23.03
"183",1984,7,1,52.06,36.46,23.7,2.33,3.73,24.17
"184",1984,7,2,48.5,36.77,24.9,3.43,2.77,25.41
"185",1984,7,3,50.75,37.92,24.69,1.05,4.39,23.75
"186",1984,7,4,46.31,37.84,25.19,0.72,2.99,23.94
"187",1984,7,5,48.62,37.16,25.23,4.81,3.41,23.74
"188",1984,7,6,46.38,38.12,24.79,4.13,3.02,23.37
"189",1984,7,7,53.06,38.15,23.65,0.3,3.64,25.87
"190",1984,7,8,60.81,34.25,25.38,3.01,2.93,25.5
"191",1984,7,9,60.06,35.95,24.19,3.91,3.17,23.56
"192",1984,7,10,55.88,35.34,23.87,0.21,4.64,23.92
"193",1984,7,11,53.25,35.44,23.68,1.59,3.2,25.49
"194",1984,7,12,57.88,33.41,24.23,5.32,2.26,23.3
"195",1984,7,13,64.56,32.24,24.26,6.89,1.98,23.59
"196",1984,7,14,61.44,33.95,24.24,0.29,2.63,21.06
"197",1984,7,15,57.12,34.92,24.3,2.62,4.14,23.94
"198",1984,7,16,55.88,35.68,23.55,1.19,3.95,25.22
"199",1984,7,17,60.62,33.85,23.47,4.51,5.09,24.41
"200",1984,7,18,59.75,33.07,23.3,0.74,4.09,24.57
"201",1984,7,19,57.5,35.48,22.47,4.74,2.59,24.47
"202",1984,7,20,56.44,35.92,23,1.91,3.01,24
"203",1984,7,21,51.31,36.2,24.61,2.6,3.8,24.01
"204",1984,7,22,65.94,33.19,23.69,24.3,4.36,23.09
"205",1984,7,23,67.62,32.94,23.08,1.78,3.03,21.76
"206",1984,7,24,67.81,32.39,22.98,10.35,3.05,25.57
"207",1984,7,25,72.31,31.63,23.72,11.39,2.31,25.62
"208",1984,7,26,72.75,31.34,22.84,10.66,2.98,26.86
"209",1984,7,27,64.12,33.97,22.48,2.18,2.76,25.32
"210",1984,7,28,61.62,33.83,23.37,14.35,1.96,24.86
"211",1984,7,29,67.5,32.66,23.38,4.54,3.07,25.14
"212",1984,7,30,65.56,33.56,23.65,0.52,3.05,26.13
"213",1984,7,31,57.81,35.34,23.46,0.99,2.41,24.08
"214",1984,8,1,60.25,35.04,23.95,0.64,4.02,21.58
"215",1984,8,2,61.44,35.36,22.98,0.05,4.34,23.22
"216",1984,8,3,62.25,34.58,23.48,0.91,4.16,25
"217",1984,8,4,67.25,33.7,23.11,4.26,4.57,26
"218",1984,8,5,67.5,34.3,22.45,6.13,3.77,23.22
"219",1984,8,6,71.88,31.98,22.8,11.01,3.25,20.66
"220",1984,8,7,66.44,33.72,22.32,1.83,3.41,22.61
"221",1984,8,8,64.31,34.61,23.17,3.3,4.41,20.26
"222",1984,8,9,69.81,32.53,22.75,4.22,4.57,22.99
"223",1984,8,10,64,32.92,22.49,2.45,3.04,24.3
"224",1984,8,11,69.12,31.9,22.4,5.04,2.62,26.03
"225",1984,8,12,55.56,36.11,23.48,1.33,1.77,25.56
"226",1984,8,13,61.31,35.41,23.14,4.31,2.98,25.58
"227",1984,8,14,63.12,35.05,22.49,3.22,3.88,25.15
"228",1984,8,15,68.44,32.9,22.51,4.87,3.94,24.3
"229",1984,8,16,65.94,33.77,22.5,2.07,3.02,23.03
"230",1984,8,17,66.5,33.44,23.19,2.76,3.75,23.58
"231",1984,8,18,64.81,34.09,22.36,7.1,2.45,26.02
"232",1984,8,19,62.25,35.37,23.01,0.46,4.23,23.67
"233",1984,8,20,57.44,36.08,22.81,1.39,3.77,24.15
"234",1984,8,21,55.44,36.17,23.06,0.77,2.46,24.41
"235",1984,8,22,55.88,36.26,23.34,2.36,2.81,25.49
"236",1984,8,23,58.69,36.75,22.82,0.25,3.88,23.22
"237",1984,8,24,59.88,36.55,23.62,4.12,2.66,22.83
"238",1984,8,25,66.44,34.58,23.34,9.99,3.52,21.88
"239",1984,8,26,68.44,33.58,23.44,4.48,4.38,23.66
"240",1984,8,27,69.5,31.01,23.27,7.84,3.38,20.02
"241",1984,8,28,61.62,35.32,21.59,1.36,2.66,23.14
"242",1984,8,29,61.38,35.23,23.61,0.51,3.73,21.19
"243",1984,8,30,60,36.36,23.12,1.57,3.02,21.44
"244",1984,8,31,65.25,33.4,23.44,2.28,3.08,24.67
"245",1984,9,1,66.44,33.9,23.05,3.97,2.44,24.95
"246",1984,9,2,66.94,32.66,22.91,2.57,3.12,25.44
"247",1984,9,3,63.75,34.55,22.76,0.78,4.05,25.87
"248",1984,9,4,65.5,34.52,22.33,1.54,3.91,25.04
"249",1984,9,5,67.12,33.01,22.83,4.56,3.26,24.89
"250",1984,9,6,69.06,31.74,21.85,2.22,2.73,24.17
"251",1984,9,7,56.38,35.73,22.6,0.46,2.6,24.27
"252",1984,9,8,58.81,34.37,23.76,0.41,2.38,24.4
"253",1984,9,9,57.69,36.15,22.83,1.11,2.93,24.58
"254",1984,9,10,54.94,36.08,22.97,0.92,3.09,24.01
"255",1984,9,11,47.12,37.22,22.11,0.19,2.68,23.57
"256",1984,9,12,33.56,38.01,20.53,0,2.3,22.2
"257",1984,9,13,57,34.27,24.07,0.01,3.3,24.58
"258",1984,9,14,40.5,35.44,23.15,0.05,2.43,21.63
"259",1984,9,15,48.81,36.86,22.61,0.07,3.91,22.31
"260",1984,9,16,58.62,33.42,24.51,0.05,3.11,22.58
"261",1984,9,17,52.56,35.72,24.27,0.05,2.69,20.86
"262",1984,9,18,55.31,35.76,24.37,0.83,2.99,24.4
"263",1984,9,19,56.94,36.4,22.8,1.14,2.88,24.68
"264",1984,9,20,54.25,35.21,24.6,0.33,2.62,22.81
"265",1984,9,21,60.44,34.41,24.01,0.41,3.16,23.06
"266",1984,9,22,54.56,38.15,22.88,0.72,3.37,21.19
"267",1984,9,23,56.56,37.8,22.44,3.21,4.11,19.29
"268",1984,9,24,62.31,36.52,23.15,1.54,4.68,20.35
"269",1984,9,25,64.06,32.11,24,1.36,1.96,24.17
"270",1984,9,26,69.31,29.42,23.41,7.02,1.42,23.12
"271",1984,9,27,60.88,31.93,23.11,3.19,1.02,24.23
"272",1984,9,28,50.38,36.78,22.89,0.09,2.34,22.84
"273",1984,9,29,58.81,35.57,23.62,0.39,3.39,21.92
"274",1984,9,30,62,35.42,23.8,1.38,4.32,21.43
"275",1984,10,1,57.19,36.84,22.67,0.1,2.94,24.08
"276",1984,10,2,56.81,33.14,24.08,0.08,1.85,22.62
"277",1984,10,3,48.69,37.65,23.55,3.56,2.05,23.92
"278",1984,10,4,56.69,37.06,22.51,2.21,2.42,23.79
"279",1984,10,5,52.88,36.96,23.73,3.73,2.1,19.02
"280",1984,10,6,55.56,35.89,24.16,2.06,2.89,18.87
"281",1984,10,7,72,31.7,23.43,6.64,3.65,21.3
"282",1984,10,8,66.69,32.62,22.87,1.85,2.88,23.63
"283",1984,10,9,63.75,31.92,22.14,1.02,1.87,24.47
"284",1984,10,10,59.38,32.09,23.96,0.26,1.86,23.67
"285",1984,10,11,48.75,38.28,24.01,0.24,2.3,22.63
"286",1984,10,12,45.44,38.32,24.04,0.26,2.03,22.79
"287",1984,10,13,49.62,36.3,21.55,0.07,1.48,20.13
"288",1984,10,14,41.62,37.87,20.66,0.02,2.05,19.09
"289",1984,10,15,48.62,36.04,21.88,0.05,1.88,19
"290",1984,10,16,54.25,38.43,24.26,0.02,2.92,20.66
"291",1984,10,17,61.81,33.65,23.44,0.03,2.56,19.7
"292",1984,10,18,46.31,37.51,24.76,0.06,2.07,18.46
"293",1984,10,19,46.19,38.48,23.15,0.06,2.2,19.65
"294",1984,10,20,41.94,38.66,24.03,0.01,1.91,20.79
"295",1984,10,21,34.06,38.42,23.28,0,2.2,17.76
"296",1984,10,22,22.94,38.49,20.69,0,3.84,18.08
"297",1984,10,23,25.56,37.8,19.8,0,3.61,20.02
"298",1984,10,24,21.31,37.94,19.07,0,4,18.18
"299",1984,10,25,24.19,38.12,19.87,0,3.86,18.06
"300",1984,10,26,24.69,38.33,20.8,0,3.77,18.32
"301",1984,10,27,25.19,38.03,23.01,0,3.71,18.46
"302",1984,10,28,26.5,38,22.12,0,3.34,17.38
"303",1984,10,29,22.81,37.04,22.71,0,4.35,17.91
"304",1984,10,30,22,36.76,23.62,0,5.12,17.57
"305",1984,10,31,21.81,36.67,22.14,0,4.34,18.19
"306",1984,11,1,20.94,37.51,20.96,0,4.26,17.92
"307",1984,11,2,20.5,37.26,19.92,0,3.46,19.91
"308",1984,11,3,21.25,36.81,19.07,0,2.2,17.88
"309",1984,11,4,21.69,37.12,18.67,0,3.33,17.85
"310",1984,11,5,22.19,36.75,19.37,0,2.83,17.93
"311",1984,11,6,22,37.53,19.15,0,3.66,18.18
"312",1984,11,7,20.62,37.48,19.92,0,5.03,17.83
"313",1984,11,8,21.5,37.91,20.38,0,3.29,17.61
"314",1984,11,9,28.5,37.89,21.3,0,2.16,19.11
"315",1984,11,10,35.81,36.32,22.37,0,1.97,21.72
"316",1984,11,11,31.25,38.1,25.3,0,2.98,19.98
"317",1984,11,12,19.94,37.18,20.49,0.01,3.5,18.61
"318",1984,11,13,19.31,33.36,21.22,0,2.51,16.68
"319",1984,11,14,17.5,35.69,19.16,0,2.87,15.81
"320",1984,11,15,17.06,32.58,18.74,0,1.62,16.43
"321",1984,11,16,16.69,37.33,16.45,0,3.57,16.16
"322",1984,11,17,14.94,37.86,18.01,0.05,5.3,16.87
"323",1984,11,18,17.88,37.34,17.61,0,5.53,18.14
"324",1984,11,19,19.88,37.1,17.76,0,5.29,15.62
"325",1984,11,20,19.12,36.69,18.3,0,4.59,15.28
"326",1984,11,21,15.94,36.53,17.84,0,5.05,20.96
"327",1984,11,22,14.94,36.28,16.97,0,4.98,20.67
"328",1984,11,23,15.31,35.8,17.83,0,5.55,20.89
"329",1984,11,24,15.69,35.41,17.31,0,5.8,19.72
"330",1984,11,25,19.06,33.29,16.79,0,5.91,19.68
"331",1984,11,26,21.31,33.73,16.65,0,5.38,20.37
"332",1984,11,27,19.19,34.08,16.09,0,4.57,20.2
"333",1984,11,28,19.69,33.49,15.57,0,4.3,19.44
"334",1984,11,29,18.56,33.69,15.4,0,3.73,19.79
"335",1984,11,30,18,34.17,15.24,0,3.7,20.11
"336",1984,12,1,17.38,34.24,15.53,0,4.01,15.21
"337",1984,12,2,16.81,34.44,16.22,0,4,14.85
"338",1984,12,3,17.31,34.11,15.77,0,3.5,14.64
"339",1984,12,4,16.94,34.31,15.02,0,3.37,14.45
"340",1984,12,5,16.88,33.22,15.65,0,4.37,14.53
"341",1984,12,6,17.88,32.85,14.9,0,3.99,14.99
"342",1984,12,7,17.81,33.18,16.05,0,4.93,14.52
"343",1984,12,8,18.19,33.69,16.16,0,5.14,14.24
"344",1984,12,9,19.88,33.37,16.45,0,5.34,13.56
"345",1984,12,10,20.81,31.52,15.66,0,5.47,13.51
"346",1984,12,11,21.38,30.18,15.16,0,6.16,14.41
"347",1984,12,12,21.56,29.56,14.25,0,6.66,13.82
"348",1984,12,13,19.5,30.01,12.65,0,5.88,13.36
"349",1984,12,14,20.44,30.12,12.59,0,5.34,13.31
"350",1984,12,15,18.25,30.36,12.48,0,5.16,14.2
"351",1984,12,16,19.44,31.08,12.27,0,4.72,14.72
"352",1984,12,17,17.25,31.92,13.33,0,5.11,15.59
"353",1984,12,18,17.12,32.05,13.23,0,4.92,15.89
"354",1984,12,19,17.38,31.76,13.24,0,4.57,16.52
"355",1984,12,20,19.56,31.8,13.13,0,4.38,20.17
"356",1984,12,21,19,32.71,14.23,0,3.2,20.36
"357",1984,12,22,17.5,31.83,15.05,0,4.04,20.52
"358",1984,12,23,25.62,29.42,16.03,0,3.37,19.34
"359",1984,12,24,34,30.15,17.94,0,3.71,20.59
"360",1984,12,25,36.62,31.84,19.69,0,4.73,20.17
"361",1984,12,26,32.06,32.06,19.09,0,5.39,19.66
"362",1984,12,27,31.44,33.79,17.9,0,5.28,20.24
"363",1984,12,28,30.62,35.12,19.46,0,5.12,20.21
"364",1984,12,29,30.06,35.26,18.33,0,3.39,19.75
"365",1984,12,30,27.81,35.51,20.07,0,3.23,21.49
"366",1984,12,31,21.56,34.65,18.56,0.01,3.19,19.79
"367",1985,1,1,13.56,33.38,17.88,0,4.43,21.32
"368",1985,1,2,13.25,31.01,15.63,0,4.56,20.01
"369",1985,1,3,15.75,31.69,14.98,0,4.02,18.16
"370",1985,1,4,13.56,33.47,15.9,0,5.09,19.03
"371",1985,1,5,16.38,34.21,17.23,0,4.77,19.89
"372",1985,1,6,15.94,34.51,16.98,0,5.05,19.42
"373",1985,1,7,17.56,36.33,17.74,0,5.05,19.23
"374",1985,1,8,17,36.24,18.62,0,4.61,19.57
"375",1985,1,9,18.31,36.93,19.42,0,1.78,19.71
"376",1985,1,10,17.44,38.27,18.13,0,2.88,19.53
"377",1985,1,11,16.94,38.4,17.96,0,3.45,19.9
"378",1985,1,12,16.25,36.5,18.16,0,2.77,20.05
"379",1985,1,13,19.5,34.98,19.61,0,4.63,19.71
"380",1985,1,14,34.38,31.56,21.36,0,3.56,19.75
"381",1985,1,15,31.19,32.85,21.32,0,4.12,18.19
"382",1985,1,16,30.56,35.1,20.61,0,4.21,19.21
"383",1985,1,17,23.19,34.34,21.29,0,4.47,19.15
"384",1985,1,18,15.31,31.11,16.92,0,4.91,17.95
"385",1985,1,19,13.81,32.01,14.97,0,4.56,17.27
"386",1985,1,20,14.94,32.38,14.66,0,5.04,22.08
"387",1985,1,21,15.62,33.76,15.67,0,5.09,19.18
"388",1985,1,22,17.62,34.3,16.54,0,5.07,17.97
"389",1985,1,23,14.62,34.69,17.2,0,5.09,18.72
"390",1985,1,24,11.88,34.44,16.56,0,4.68,18.4
"391",1985,1,25,12.75,34.9,15.48,0,3.37,18.75
"392",1985,1,26,12.88,35.49,16.15,0,3.07,18.26
"393",1985,1,27,14.75,35.19,16.04,0,2.49,18.34
"394",1985,1,28,12.75,35.44,16.03,0,3.89,18.45
"395",1985,1,29,13.56,34.26,16.21,0,4.52,22.01
"396",1985,1,30,13.12,33.67,15.98,0,4.84,18.64
"397",1985,1,31,14.5,33.37,15.74,0,5.21,19.67
"398",1985,2,1,16,31.26,15.69,0,5.8,21.88
"399",1985,2,2,15.94,30.48,14.95,0,6.24,22.08
"400",1985,2,3,16.94,31.27,14.8,0,5.34,22.21
"401",1985,2,4,15.81,31.01,14.42,0,4.98,22.3
"402",1985,2,5,15.31,31.33,13.77,0,5.54,21.13
"403",1985,2,6,13.94,31.37,12.75,0,5.05,22.27
"404",1985,2,7,13.69,31.34,13.26,0,4.94,22.34
"405",1985,2,8,14.56,31.44,12.94,0,5.04,22.55
"406",1985,2,9,12.56,31.63,13.16,0,4.69,22.97
"407",1985,2,10,10.81,32.72,12.83,0,4.66,24.56
"408",1985,2,11,9,33.94,14.04,0,4.68,24.69
"409",1985,2,12,8.5,34.9,14.45,0,4.68,20.35
"410",1985,2,13,7.31,35.34,15.17,0,5.52,23.76
"411",1985,2,14,8.44,35.14,14.73,0,6.04,23.92
"412",1985,2,15,11.38,34.85,15.27,0,7.21,25.44
"413",1985,2,16,9.75,33.87,15.23,0,7.05,24.9
"414",1985,2,17,11.69,32.89,13.63,0,5.95,23.63
"415",1985,2,18,13.75,33.69,12.97,0,4.71,23.47
"416",1985,2,19,10.81,34.51,13.83,0,4.98,24.38
"417",1985,2,20,9.44,33.55,13.44,0,4.57,24.74
"418",1985,2,21,9.31,34.41,12.22,0,3.98,25.19
"419",1985,2,22,8.25,35.16,13.26,0,3.91,25.65
"420",1985,2,23,7.5,35.74,13.82,0,4.23,25
"421",1985,2,24,8.62,35.23,14.81,0,5.2,24.98
"422",1985,2,25,9.56,35.87,14.65,0,5.03,22.39
"423",1985,2,26,15.44,33.03,16.62,0,6.35,24.85
"424",1985,2,27,14,31.73,14.87,0,5.73,23.83
"425",1985,2,28,9.69,33.05,14.35,0,4.73,24.09
